diagnostic_label,sentence_index,phase,step,selection,selected_event_count,distinct_creation_transitions,maximum_same_origin_events,provenance_coherent_fraction,branch_entropy,source_coherence,minimum_source_jaccard,matches_historical_winner_set,raw_predicted_columns,burst_columns,burst_cells,active_cells_after_observe,winners_after_observe,beam_width,lambda_coherence,lambda_support,decoded_correct,expected_word_present,propagated_columns
nonpaper diagnostic,6,suffix,1,coherent-beam,10,4,6,0.6,0.7854752972273344,0.39610858615752254,0.0,False,41,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,6,suffix,2,coherent-beam,8,1,8,0.8,0.0,0.888888888888889,0.5555555555555556,False,8,,,,,4,0.5,0.0,True,True,8
nonpaper diagnostic,6,suffix,3,coherent-beam,4,1,4,0.4,0.0,1.0,1.0,False,4,,,,,4,0.5,0.0,False,False,4
nonpaper diagnostic,6,suffix,4,coherent-beam,5,2,4,0.4,0.7219280948873623,0.4394521152472149,0.3389830508474576,False,5,,,,,4,0.5,0.0,False,False,5
nonpaper diagnostic,7,cue,1,coherent-beam,3,1,3,0.3,0.0,1.0,1.0,False,88,7,63,73,10,,,,,,
nonpaper diagnostic,7,cue,2,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,35,3,29,37,10,,,,,,
nonpaper diagnostic,7,cue,3,coherent-beam,8,1,8,0.8,0.0,0.8392857142857143,0.35714285714285715,False,8,2,20,28,10,,,,,,
nonpaper diagnostic,7,cue,4,coherent-beam,7,1,7,0.7,0.0,0.7894736842105262,0.2631578947368421,False,48,3,29,37,10,,,,,,
nonpaper diagnostic,7,cue,5,coherent-beam,7,2,6,0.6,0.5916727785823274,0.7293233082706767,0.05263157894736842,False,32,3,28,37,10,,,,,,
nonpaper diagnostic,7,suffix,1,coherent-beam,10,4,7,0.7,0.6783898247235197,0.48977213191978297,0.0,False,43,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,7,suffix,2,coherent-beam,6,2,5,0.5,0.6500224216483541,0.8333333333333334,0.5,False,8,,,,,4,0.5,0.0,False,False,6
nonpaper diagnostic,8,cue,1,coherent-beam,3,1,3,0.3,0.0,0.24591953073014017,0.16129032258064516,False,82,7,63,73,10,,,,,,
nonpaper diagnostic,8,cue,2,coherent-beam,2,2,1,0.1,1.0,0.0,0.0,False,94,8,72,82,10,,,,,,
nonpaper diagnostic,8,cue,3,coherent-beam,4,1,4,0.4,0.0,1.0,1.0,False,56,6,55,64,10,,,,,,
nonpaper diagnostic,8,cue,4,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,44,3,28,37,10,,,,,,
nonpaper diagnostic,8,cue,5,coherent-beam,3,1,3,0.3,0.0,1.0,1.0,False,34,7,66,73,10,,,,,,
nonpaper diagnostic,8,suffix,1,coherent-beam,10,9,2,0.2,0.9848586617875463,0.11366922346647902,0.0,False,97,,,,,4,0.5,0.0,False,False,10
nonpaper diagnostic,9,cue,1,coherent-beam,3,1,3,0.3,0.0,0.7619047619047619,0.6428571428571429,False,82,7,63,73,10,,,,,,
nonpaper diagnostic,9,cue,2,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,19,3,29,37,10,,,,,,
nonpaper diagnostic,9,cue,3,coherent-beam,1,1,1,0.1,0.0,0.0,0.0,False,89,9,82,91,10,,,,,,
nonpaper diagnostic,9,cue,4,coherent-beam,4,2,3,0.3,0.8112781244591328,0.5045045045045046,0.009009009009009009,False,41,6,58,64,10,,,,,,
nonpaper diagnostic,9,cue,5,coherent-beam,1,1,1,0.1,0.0,0.0,0.0,False,97,9,81,91,10,,,,,,
nonpaper diagnostic,9,suffix,1,coherent-beam,10,4,6,0.6,0.7854752972273344,0.4550890492346961,0.037037037037037035,False,60,,,,,4,0.5,0.0,False,True,10
nonpaper diagnostic,9,suffix,2,coherent-beam,6,2,5,0.5,0.6500224216483541,0.3911684400088607,0.13953488372093023,False,10,,,,,4,0.5,0.0,False,False,6
nonpaper diagnostic,9,suffix,3,coherent-beam,8,3,5,0.5,0.8194483718728035,0.3110799521671623,0.12222222222222222,False,14,,,,,4,0.5,0.0,False,False,8
nonpaper diagnostic,9,suffix,4,coherent-beam,9,2,6,0.6,0.9182958340544894,0.9040404040404041,0.8181818181818182,False,24,,,,,4,0.5,0.0,False,False,9
nonpaper diagnostic,10,cue,1,coherent-beam,7,1,7,0.7,0.0,0.6031960676991103,0.2777777777777778,False,62,3,27,37,10,,,,,,
nonpaper diagnostic,10,cue,2,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,39,2,20,28,10,,,,,,
nonpaper diagnostic,10,cue,3,coherent-beam,5,2,4,0.4,0.7219280948873623,0.45,0.0,False,48,5,47,55,10,,,,,,
nonpaper diagnostic,10,cue,4,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,32,4,36,46,10,,,,,,
nonpaper diagnostic,10,cue,5,coherent-beam,5,1,5,0.5,0.0,1.0,1.0,False,82,5,45,55,10,,,,,,
nonpaper diagnostic,10,suffix,1,coherent-beam,10,6,3,0.3,0.9172088932791937,0.1399656046816783,0.0,False,75,,,,,4,0.5,0.0,False,True,10
nonpaper diagnostic,11,cue,1,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,46,8,74,82,10,,,,,,
nonpaper diagnostic,11,cue,2,coherent-beam,4,1,4,0.4,0.0,0.5588235294117647,0.11764705882352941,False,89,6,54,64,10,,,,,,
nonpaper diagnostic,11,cue,3,coherent-beam,5,1,5,0.5,0.0,0.8105263157894737,0.5263157894736842,False,82,5,45,55,10,,,,,,
nonpaper diagnostic,11,cue,4,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,47,4,36,46,10,,,,,,
nonpaper diagnostic,11,cue,5,coherent-beam,6,1,6,0.6,0.0,0.762962962962963,0.5555555555555556,False,50,4,39,46,10,,,,,,
nonpaper diagnostic,11,suffix,1,coherent-beam,10,5,5,0.5,0.8445412464587144,0.4809909209656113,0.008771929824561403,False,77,,,,,4,0.5,0.0,False,True,10
nonpaper diagnostic,12,cue,1,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,55,4,39,46,10,,,,,,
nonpaper diagnostic,12,cue,2,coherent-beam,4,1,4,0.4,0.0,1.0,1.0,False,11,6,60,64,10,,,,,,
nonpaper diagnostic,12,cue,3,coherent-beam,1,1,1,0.1,0.0,0.0,0.0,False,97,9,81,91,10,,,,,,
nonpaper diagnostic,12,cue,4,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,57,2,18,28,10,,,,,,
nonpaper diagnostic,12,cue,5,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,17,4,40,46,10,,,,,,
nonpaper diagnostic,12,suffix,1,coherent-beam,10,7,4,0.4,0.8983289127685206,0.2031039448795452,0.0,False,77,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,12,suffix,2,coherent-beam,1,1,1,0.1,0.0,0.0,0.0,False,1,,,,,4,0.5,0.0,False,True,1
nonpaper diagnostic,13,cue,1,coherent-beam,5,1,5,0.5,0.0,0.7333333333333333,0.3333333333333333,False,88,5,46,55,10,,,,,,
nonpaper diagnostic,13,cue,2,coherent-beam,10,1,10,1.0,0.0,1.0,1.0,True,25,0,0,10,10,,,,,,
nonpaper diagnostic,13,cue,3,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,8,2,20,28,10,,,,,,
nonpaper diagnostic,13,cue,4,coherent-beam,7,1,7,0.7,0.0,0.7619047619047619,0.5,False,18,3,28,37,10,,,,,,
nonpaper diagnostic,13,cue,5,coherent-beam,8,3,6,0.6,0.6695919455357792,0.5510582010582011,0.012345679012345678,False,43,2,20,28,10,,,,,,
nonpaper diagnostic,13,suffix,1,coherent-beam,8,2,7,0.7,0.5435644431995964,0.7777777777777778,0.1111111111111111,False,15,,,,,4,0.5,0.0,True,True,8
nonpaper diagnostic,13,suffix,2,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,3,,,,,4,0.5,0.0,True,True,2
nonpaper diagnostic,14,cue,1,coherent-beam,4,1,4,0.4,0.0,1.0,1.0,False,37,6,56,64,10,,,,,,
nonpaper diagnostic,14,cue,2,coherent-beam,6,3,3,0.3,0.920619835714305,0.25756895534149177,0.0,False,41,4,36,46,10,,,,,,
nonpaper diagnostic,14,cue,3,coherent-beam,4,1,4,0.4,0.0,0.75,0.5,False,92,6,54,64,10,,,,,,
nonpaper diagnostic,14,cue,4,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,68,8,74,82,10,,,,,,
nonpaper diagnostic,14,cue,5,coherent-beam,9,1,9,0.9,0.0,1.0,1.0,False,72,1,9,19,10,,,,,,
nonpaper diagnostic,14,suffix,1,coherent-beam,9,2,8,0.8,0.5032583347756457,0.7807407407407407,0.013333333333333334,False,14,,,,,4,0.5,0.0,True,True,9
nonpaper diagnostic,14,suffix,2,coherent-beam,10,1,10,1.0,0.0,1.0,1.0,True,10,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,14,suffix,3,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,8,,,,,4,0.5,0.0,False,True,8
nonpaper diagnostic,14,suffix,4,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,8,,,,,4,0.5,0.0,False,False,8
nonpaper diagnostic,15,cue,1,coherent-beam,10,1,10,1.0,0.0,1.0,1.0,True,39,0,0,10,10,,,,,,
nonpaper diagnostic,15,cue,2,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,7,3,30,37,10,,,,,,
nonpaper diagnostic,15,cue,3,coherent-beam,3,2,2,0.2,0.9182958340544894,0.3475177304964539,0.02127659574468085,False,38,7,66,73,10,,,,,,
nonpaper diagnostic,15,cue,4,coherent-beam,3,1,3,0.3,0.0,0.48408057179987,0.37037037037037035,False,91,7,63,73,10,,,,,,
nonpaper diagnostic,15,cue,5,coherent-beam,3,1,3,0.3,0.0,1.0,1.0,False,76,7,63,73,10,,,,,,
nonpaper diagnostic,15,suffix,1,coherent-beam,10,3,8,0.8,0.5816718657178868,0.6247767173323907,0.0,False,28,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,15,suffix,2,coherent-beam,7,2,6,0.6,0.5916727785823274,0.7792207792207793,0.22727272727272727,False,11,,,,,4,0.5,0.0,True,True,7
nonpaper diagnostic,15,suffix,3,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,8,,,,,4,0.5,0.0,False,False,8
nonpaper diagnostic,15,suffix,4,coherent-beam,5,2,3,0.3,0.9709505944546688,0.40328254477412456,0.15,False,5,,,,,4,0.5,0.0,False,False,5
nonpaper diagnostic,16,cue,1,coherent-beam,0,0,0,0.0,0.0,0.0,0.0,False,82,10,91,100,10,,,,,,
nonpaper diagnostic,16,cue,2,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,83,8,72,82,10,,,,,,
nonpaper diagnostic,16,cue,3,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,94,8,72,82,10,,,,,,
nonpaper diagnostic,16,cue,4,coherent-beam,5,1,5,0.5,0.0,0.45434196648306574,0.21739130434782608,False,95,5,45,55,10,,,,,,
nonpaper diagnostic,16,cue,5,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,63,2,18,28,10,,,,,,
nonpaper diagnostic,16,suffix,1,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,8,,,,,4,0.5,0.0,True,True,8
nonpaper diagnostic,16,suffix,2,coherent-beam,4,1,4,0.4,0.0,1.0,1.0,False,4,,,,,4,0.5,0.0,True,True,4
nonpaper diagnostic,16,suffix,3,coherent-beam,3,2,2,0.2,0.9182958340544894,0.3116331689381486,0.2,False,4,,,,,4,0.5,0.0,False,False,3
nonpaper diagnostic,17,cue,1,coherent-beam,5,1,5,0.5,0.0,1.0,1.0,False,41,5,46,55,10,,,,,,
nonpaper diagnostic,17,cue,2,coherent-beam,6,1,6,0.6,0.0,0.7122507122507122,0.46153846153846156,False,87,4,36,46,10,,,,,,
nonpaper diagnostic,17,cue,3,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,18,2,19,28,10,,,,,,
nonpaper diagnostic,17,cue,4,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,54,8,76,82,10,,,,,,
nonpaper diagnostic,17,cue,5,coherent-beam,9,2,8,0.8,0.5032583347756457,0.7804878048780488,0.012195121951219513,False,24,1,9,19,10,,,,,,
nonpaper diagnostic,17,suffix,1,coherent-beam,10,6,4,0.4,0.8982444017039272,0.18174922650800113,0.0,False,51,,,,,4,0.5,0.0,False,True,10
nonpaper diagnostic,17,suffix,2,coherent-beam,9,6,3,0.3,0.935944697445866,1.0,1.0,False,25,,,,,4,0.5,0.0,False,False,9
nonpaper diagnostic,18,cue,1,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,88,8,72,82,10,,,,,,
nonpaper diagnostic,18,cue,2,coherent-beam,5,1,5,0.5,0.0,1.0,1.0,False,23,5,47,55,10,,,,,,
nonpaper diagnostic,18,cue,3,coherent-beam,1,1,1,0.1,0.0,0.0,0.0,False,86,9,82,91,10,,,,,,
nonpaper diagnostic,18,cue,4,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,66,3,28,37,10,,,,,,
nonpaper diagnostic,18,cue,5,coherent-beam,8,3,6,0.6,0.6695919455357792,0.48095652986120513,0.017543859649122806,False,34,2,20,28,10,,,,,,
nonpaper diagnostic,18,suffix,1,coherent-beam,9,7,2,0.2,0.9708357627258161,0.17319388287251178,0.0,False,29,,,,,4,0.5,0.0,True,True,9
nonpaper diagnostic,19,cue,1,coherent-beam,0,0,0,0.0,0.0,0.0,0.0,False,82,10,91,100,10,,,,,,
nonpaper diagnostic,19,cue,2,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,46,3,27,37,10,,,,,,
nonpaper diagnostic,19,cue,3,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,40,2,19,28,10,,,,,,
nonpaper diagnostic,19,cue,4,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,25,2,19,28,10,,,,,,
nonpaper diagnostic,19,cue,5,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,8,3,30,37,10,,,,,,
nonpaper diagnostic,19,suffix,1,coherent-beam,10,5,6,0.6,0.7627069065377661,0.3468206486391109,0.0,False,29,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,19,suffix,2,coherent-beam,2,1,2,0.2,0.0,0.5,0.5,False,2,,,,,4,0.5,0.0,True,True,2
nonpaper diagnostic,19,suffix,3,coherent-beam,1,1,1,0.1,0.0,0.0,0.0,False,2,,,,,4,0.5,0.0,False,False,1
nonpaper diagnostic,20,cue,1,coherent-beam,5,2,4,0.4,0.7219280948873623,0.6,0.0,False,70,5,45,55,10,,,,,,
nonpaper diagnostic,20,cue,2,coherent-beam,8,2,7,0.7,0.5435644431995964,0.6465413533834586,0.16,False,26,2,18,28,10,,,,,,
nonpaper diagnostic,20,cue,3,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,40,2,18,28,10,,,,,,
nonpaper diagnostic,20,cue,4,coherent-beam,7,2,6,0.6,0.5916727785823274,0.7193877551020409,0.017857142857142856,False,14,3,28,37,10,,,,,,
nonpaper diagnostic,20,cue,5,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,31,4,38,46,10,,,,,,
nonpaper diagnostic,20,suffix,1,coherent-beam,10,5,3,0.3,0.9349775297671233,0.17366176614921386,0.0,False,53,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,21,cue,1,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,62,4,37,46,10,,,,,,
nonpaper diagnostic,21,cue,2,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,32,3,27,37,10,,,,,,
nonpaper diagnostic,21,cue,3,coherent-beam,9,1,9,0.9,0.0,1.0,1.0,False,15,1,9,19,10,,,,,,
nonpaper diagnostic,21,cue,4,coherent-beam,9,1,9,0.9,0.0,1.0,1.0,False,18,1,10,19,10,,,,,,
nonpaper diagnostic,21,cue,5,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,32,4,37,46,10,,,,,,
nonpaper diagnostic,21,suffix,1,coherent-beam,10,9,2,0.2,0.9848586617875463,0.16686384591450812,0.02702702702702703,False,91,,,,,4,0.5,0.0,False,True,10
nonpaper diagnostic,21,suffix,2,coherent-beam,3,1,3,0.3,0.0,0.9393939393939394,0.9090909090909091,False,3,,,,,4,0.5,0.0,False,False,3
nonpaper diagnostic,21,suffix,3,coherent-beam,2,1,2,0.2,0.0,0.9090909090909091,0.9090909090909091,False,2,,,,,4,0.5,0.0,False,False,2
nonpaper diagnostic,22,cue,1,coherent-beam,4,1,4,0.4,0.0,1.0,1.0,False,84,6,54,64,10,,,,,,
nonpaper diagnostic,22,cue,2,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,33,8,77,82,10,,,,,,
nonpaper diagnostic,22,cue,3,coherent-beam,5,3,3,0.3,0.8649735207179272,0.3968831168831169,0.08571428571428572,False,98,5,45,55,10,,,,,,
nonpaper diagnostic,22,cue,4,coherent-beam,9,1,9,0.9,0.0,1.0,1.0,False,12,1,10,19,10,,,,,,
nonpaper diagnostic,22,cue,5,coherent-beam,1,1,1,0.1,0.0,0.0,0.0,False,65,9,82,91,10,,,,,,
nonpaper diagnostic,22,suffix,1,coherent-beam,10,4,4,0.4,0.8609640474436813,0.36023391812865496,0.0,False,57,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,22,suffix,2,coherent-beam,3,1,3,0.3,0.0,0.6842105263157894,0.5263157894736842,False,5,,,,,4,0.5,0.0,False,False,3
nonpaper diagnostic,23,cue,1,coherent-beam,2,1,2,0.2,0.0,1.0,1.0,False,84,8,72,82,10,,,,,,
nonpaper diagnostic,23,cue,2,coherent-beam,9,1,9,0.9,0.0,1.0,1.0,False,14,1,9,19,10,,,,,,
nonpaper diagnostic,23,cue,3,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,10,4,39,46,10,,,,,,
nonpaper diagnostic,23,cue,4,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,38,3,29,37,10,,,,,,
nonpaper diagnostic,23,cue,5,coherent-beam,8,2,7,0.7,0.5435644431995964,0.753968253968254,0.015873015873015872,False,32,2,19,28,10,,,,,,
nonpaper diagnostic,23,suffix,1,coherent-beam,10,4,6,0.6,0.7854752972273344,0.36469544504450924,0.0,False,18,,,,,4,0.5,0.0,True,True,10
nonpaper diagnostic,23,suffix,2,coherent-beam,5,1,5,0.5,0.0,0.8,0.5,False,5,,,,,4,0.5,0.0,True,True,5
nonpaper diagnostic,23,suffix,3,coherent-beam,7,1,7,0.7,0.0,0.6145799280810722,0.21739130434782608,False,7,,,,,4,0.5,0.0,True,True,7
nonpaper diagnostic,23,suffix,4,coherent-beam,9,7,3,0.3,0.9409583900892994,0.5622683384706978,0.3448275862068966,False,16,,,,,4,0.5,0.0,False,False,9
nonpaper diagnostic,24,cue,1,coherent-beam,2,1,2,0.2,0.0,0.17857142857142858,0.17857142857142858,False,82,8,73,82,10,,,,,,
nonpaper diagnostic,24,cue,2,coherent-beam,9,1,9,0.9,0.0,1.0,1.0,False,55,1,9,19,10,,,,,,
nonpaper diagnostic,24,cue,3,coherent-beam,9,1,9,0.9,0.0,1.0,1.0,False,15,1,10,19,10,,,,,,
nonpaper diagnostic,24,cue,4,coherent-beam,8,1,8,0.8,0.0,1.0,1.0,False,8,2,20,28,10,,,,,,
nonpaper diagnostic,24,cue,5,coherent-beam,10,2,9,0.9,0.46899559358928117,0.6755490301327187,0.017391304347826087,False,37,0,0,10,10,,,,,,
nonpaper diagnostic,24,suffix,1,coherent-beam,8,2,6,0.6,0.8112781244591328,1.0,1.0,False,10,,,,,4,0.5,0.0,False,True,8
nonpaper diagnostic,24,suffix,2,coherent-beam,5,2,4,0.4,0.7219280948873623,0.6869565217391305,0.21739130434782608,False,5,,,,,4,0.5,0.0,False,False,5
nonpaper diagnostic,24,suffix,3,coherent-beam,4,1,4,0.4,0.0,1.0,1.0,False,4,,,,,4,0.5,0.0,False,False,4
nonpaper diagnostic,25,cue,1,coherent-beam,5,1,5,0.5,0.0,0.4571150097465887,0.20833333333333334,False,66,5,45,55,10,,,,,,
nonpaper diagnostic,25,cue,2,coherent-beam,2,2,1,0.1,1.0,0.08264462809917356,0.08264462809917356,False,95,8,72,82,10,,,,,,
nonpaper diagnostic,25,cue,3,coherent-beam,6,2,5,0.5,0.6500224216483541,0.4634676173499703,0.015151515151515152,False,27,4,39,46,10,,,,,,
nonpaper diagnostic,25,cue,4,coherent-beam,1,1,1,0.1,0.0,0.0,0.0,False,94,9,82,91,10,,,,,,
nonpaper diagnostic,25,cue,5,coherent-beam,3,1,3,0.3,0.0,1.0,1.0,False,90,7,64,73,10,,,,,,
nonpaper diagnostic,25,suffix,1,coherent-beam,10,3,5,0.5,0.9372305632161295,0.3080375467565365,0.0,False,30,,,,,4,0.5,0.0,False,True,10
nonpaper diagnostic,25,suffix,2,coherent-beam,7,1,7,0.7,0.0,1.0,1.0,False,9,,,,,4,0.5,0.0,False,False,7
nonpaper diagnostic,25,suffix,3,coherent-beam,6,1,6,0.6,0.0,1.0,1.0,False,6,,,,,4,0.5,0.0,False,False,6
