diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,12,5->6,must,he,28,10,4,40,17,17,17,77,1,5,5,True,he,True,17.0,6.235294117647059,4.0,0.0,0.058823529411764705,0.9411764705882353,0.4712038735951011
nonpaper diagnostic,12,6->7,he,do,46,10,0,0,77,77,77,80,1,4,5,True,do,True,77.0,5.974025974025974,5.0,0.0,0.012987012987012988,0.987012987012987,0.45257278823474023
nonpaper diagnostic,13,1->2,`,Her,100,10,5,46,88,88,88,76,67,1,1,True,Yes,False,88.0,9.568181818181818,10.0,0.0,0.011363636363636364,0.9886363636363636,1.0936127901364168
nonpaper diagnostic,13,2->3,Her,petals,55,10,0,0,25,25,25,76,1,9,9,True,petals,True,25.0,8.12,9.0,0.0,0.04,0.96,0.8121265333853998
nonpaper diagnostic,13,3->4,petals,are,10,10,2,20,8,8,8,58,1,8,8,True,are,True,8.0,10.0,10.0,0.0,0.0,1.0,1.206812146545985
nonpaper diagnostic,13,4->5,are,done,28,10,3,28,18,18,18,73,1,6,6,True,done,True,18.0,6.611111111111111,4.5,0.0,0.05555555555555555,0.9444444444444444,0.7083289530125152
nonpaper diagnostic,13,5->6,done,up,37,10,2,20,43,43,43,68,1,5,5,True,up,True,43.0,6.348837209302325,6.0,0.0,0.09302325581395349,0.9069767441860465,0.6814476888003589
nonpaper diagnostic,13,6->7,up,close,28,10,0,0,15,15,15,59,1,7,7,True,close,True,15.0,6.8,4.0,0.0,0.0,1.0,0.5329096736734775
nonpaper diagnostic,14,1->2,So,all,100,10,6,56,37,37,37,77,26,1,2,True,they,False,37.0,7.081081081081081,7.0,0.0,0.10810810810810811,0.8918918918918919,0.7106952046772318
nonpaper diagnostic,14,2->3,all,the,64,10,4,36,41,41,41,65,40,1,1,True,things,False,41.0,6.585365853658536,7.0,0.024390243902439025,0.04878048780487805,0.926829268292683,0.5547622869476352
nonpaper diagnostic,14,3->4,the,little,46,10,6,54,92,92,92,76,,0,0,False,take,False,92.0,7.391304347826087,7.0,0.0,0.0,1.0,0.6461791650637242
nonpaper diagnostic,14,4->5,little,demons,64,10,8,74,68,68,68,73,14,1,3,True,calmly,False,68.0,6.279411764705882,6.0,0.0,0.029411764705882353,0.9705882352941176,0.5378979419395632
nonpaper diagnostic,14,5->6,demons,came,82,10,1,9,72,72,72,79,1,4,4,True,came,True,72.0,6.041666666666667,5.0,0.0,0.041666666666666664,0.9583333333333334,0.6279111506819838
nonpaper diagnostic,14,6->7,came,dragging,19,10,0,0,14,14,14,71,1,8,8,True,dragging,True,14.0,8.142857142857142,10.0,0.0,0.0,1.0,0.7857027118284649
nonpaper diagnostic,15,1->2,Cecily,'s,100,10,0,0,39,39,39,69,1,8,8,True,'s,True,39.0,6.769230769230769,6.0,0.0,0.05128205128205128,0.9487179487179487,0.5895999991640722
nonpaper diagnostic,15,2->3,'s,heart,10,10,3,30,7,7,7,46,1,7,7,True,heart,True,7.0,10.0,10.0,0.0,0.0,1.0,0.8808535732120061
nonpaper diagnostic,15,3->4,heart,was,37,10,7,66,38,38,38,75,4,2,3,True,",",False,38.0,6.131578947368421,6.0,0.0,0.15789473684210525,0.8421052631578947,0.6540176020894972
nonpaper diagnostic,15,4->5,was,on,73,10,7,63,91,91,91,84,58,1,1,True,impossible,False,91.0,7.043956043956044,7.0,0.0,0.03296703296703297,0.967032967032967,0.6022505592042271
nonpaper diagnostic,15,5->6,on,fire,73,10,7,63,76,76,76,72,,0,0,False,dear,False,76.0,6.842105263157895,7.0,0.013157894736842105,0.02631578947368421,0.9605263157894737,0.6112204738912825
nonpaper diagnostic,15,6->7,fire,with,73,10,0,0,28,28,28,61,1,6,6,True,with,True,28.0,6.285714285714286,6.0,0.0,0.10714285714285714,0.8928571428571429,0.5937402441958436
nonpaper diagnostic,16,1->2,``,And,100,10,10,91,82,82,82,93,,0,0,False,Nay,False,82.0,12.829268292682928,10.0,0.0,0.024390243902439025,0.975609756097561,1.800269225239647
nonpaper diagnostic,16,2->3,And,I,100,10,8,72,83,83,83,71,,0,0,False,Balkis,False,83.0,6.590361445783133,6.0,0.0,0.024096385542168676,0.9759036144578314,0.9233046325586325
nonpaper diagnostic,16,3->4,I,to,82,10,8,72,94,94,94,62,,0,0,False,'m,False,94.0,7.925531914893617,8.0,0.0,0.0,1.0,0.7356006537000405
nonpaper diagnostic,16,4->5,to,see,82,10,5,45,95,95,95,73,3,2,3,True,chop,False,95.0,8.589473684210526,8.0,0.0,0.021052631578947368,0.9789473684210527,0.9488684679013084
nonpaper diagnostic,16,5->6,see,Miss,55,10,2,18,63,63,63,70,56,1,1,True,spear,False,63.0,7.26984126984127,8.0,0.0,0.06349206349206349,0.9365079365079365,0.8718455735248087
nonpaper diagnostic,16,6->7,Miss,Marsch,28,10,0,0,8,8,8,51,1,8,8,True,Marsch,True,8.0,10.0,10.0,0.0,0.0,1.0,1.1399390511961065
nonpaper diagnostic,17,1->2,For,he,100,10,5,46,41,41,41,70,3,2,3,True,though,False,41.0,7.097560975609756,7.0,0.0,0.024390243902439025,0.975609756097561,0.7187929637083305
nonpaper diagnostic,17,2->3,he,wished,55,10,4,36,87,87,87,72,4,2,2,True,should,False,87.0,6.390804597701149,6.0,0.0,0.022988505747126436,0.9770114942528736,0.47625809258948754
nonpaper diagnostic,17,3->4,wished,to,46,10,2,19,18,18,18,73,1,7,7,True,to,True,18.0,7.277777777777778,6.0,0.0,0.05555555555555555,0.9444444444444444,0.6726388519709745
nonpaper diagnostic,17,4->5,to,challenge,28,10,8,76,54,54,54,70,,0,0,False,see,False,54.0,6.203703703703703,6.0,0.0,0.09259259259259259,0.9074074074074074,0.617277533242318
nonpaper diagnostic,17,5->6,challenge,the,82,10,1,9,24,24,24,57,1,9,9,True,the,True,24.0,6.75,6.0,0.0,0.125,0.875,0.5986138163576107
nonpaper diagnostic,17,6->7,the,Spirit,19,10,0,0,51,51,51,75,5,2,2,True,and,False,51.0,6.1568627450980395,6.0,0.0,0.058823529411764705,0.9411764705882353,0.5815451616491971
nonpaper diagnostic,18,1->2,`,Shall,100,10,8,72,88,88,88,76,,0,0,False,Yes,False,88.0,9.568181818181818,10.0,0.0,0.011363636363636364,0.9886363636363636,1.0936127901364168
nonpaper diagnostic,18,2->3,Shall,I,82,10,5,47,23,23,23,80,1,4,5,True,I,True,23.0,6.130434782608695,5.0,0.0,0.13043478260869565,0.8695652173913043,0.4874779754219164
nonpaper diagnostic,18,3->4,I,never,55,10,9,82,86,86,86,68,,0,0,False,am,False,86.0,6.372093023255814,6.0,0.0,0.0,1.0,0.5788395145995322
nonpaper diagnostic,18,4->5,never,be,91,10,3,28,66,66,66,65,1,6,6,True,be,True,66.0,5.803030303030303,5.0,0.0,0.09090909090909091,0.9090909090909091,0.5711121442125017
nonpaper diagnostic,18,5->6,be,able,37,10,2,20,34,34,34,71,1,4,4,True,able,True,34.0,5.852941176470588,4.0,0.0,0.029411764705882353,0.9705882352941176,0.344814757107787
nonpaper diagnostic,18,6->7,able,to,28,10,0,0,29,29,29,82,2,2,3,True,`,False,29.0,6.655172413793103,7.0,0.0,0.06896551724137931,0.9310344827586207,0.7034679636559954
nonpaper diagnostic,19,1->2,``,Then,100,10,10,91,82,82,82,93,,0,0,False,Nay,False,82.0,12.829268292682928,10.0,0.0,0.024390243902439025,0.975609756097561,1.800269225239647
nonpaper diagnostic,19,2->3,Then,--,100,10,3,27,46,46,46,78,3,2,2,True,the,False,46.0,9.521739130434783,10.0,0.0,0.021739130434782608,0.9782608695652174,1.2139824902328402
nonpaper diagnostic,19,3->4,--,you,37,10,2,19,40,40,40,77,1,3,3,True,you,True,40.0,6.35,6.0,0.0,0.05,0.95,0.6859800088249779
nonpaper diagnostic,19,4->5,you,may,28,10,2,19,25,25,25,68,1,6,7,True,may,True,25.0,7.28,7.0,0.0,0.0,1.0,0.6708860296910253
nonpaper diagnostic,19,5->6,may,have,28,10,3,30,8,8,8,53,1,7,7,True,have,True,8.0,9.25,10.0,0.0,0.0,1.0,1.21483691798797
nonpaper diagnostic,19,6->7,have,it,37,10,0,0,29,29,29,72,1,6,6,True,it,True,29.0,5.448275862068965,4.0,0.0,0.1724137931034483,0.8275862068965517,0.421809454983462
nonpaper diagnostic,20,1->2,He,did,100,10,5,45,70,70,70,75,,0,0,False,had,False,70.0,8.028571428571428,10.0,0.0,0.07142857142857142,0.9285714285714286,0.8729716158761768
nonpaper diagnostic,20,2->3,did,n't,55,10,2,18,26,26,26,68,1,7,7,True,n't,True,26.0,6.615384615384615,6.0,0.0,0.038461538461538464,0.9615384615384616,0.6651770521438779
nonpaper diagnostic,20,3->4,n't,wish,28,10,2,18,40,40,40,66,23,1,2,True,look,False,40.0,7.775,6.0,0.0,0.025,0.975,0.7893902853720441
nonpaper diagnostic,20,4->5,wish,Reddy,28,10,3,28,14,14,14,55,1,7,8,True,Reddy,True,14.0,6.928571428571429,6.5,0.0,0.07142857142857142,0.9285714285714286,0.8008123873971223
nonpaper diagnostic,20,5->6,Reddy,any,37,10,4,38,31,31,31,73,1,4,4,True,any,True,31.0,6.258064516129032,6.0,0.0,0.06451612903225806,0.9354838709677419,0.5500867594107907
nonpaper diagnostic,20,6->7,any,harm,46,10,0,0,53,53,53,72,1,3,4,True,harm,True,53.0,6.377358490566038,6.0,0.0,0.03773584905660377,0.9622641509433962,0.7362520313517985
