column,time,segment_id,is_expected_event,total_psp,predicted_source_psp,burst_only_psp,unlabelled_psp,predicted_without_burst_crosses,burst_only_crosses,classification,contributor_count,diagnostic_label,sentence_index,phase,step,decoded_correct
60,0.01499999999999968,1356,False,1.0000008186590603,0.0,1.0000008186590603,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
47,0.12285671657986108,1524,False,1.000027892317259,0.16667131538620983,0.8333565769310491,0.0,False,False,burst-assisted,6,nonpaper diagnostic,1,cue,2,
31,0.23396782769097224,1525,False,1.0000278923172654,0.16667131538621088,0.8333565769310545,0.0,False,False,burst-assisted,6,nonpaper diagnostic,1,cue,2,
91,0.2895233832465278,1526,False,1.0000278923172654,0.16667131538621088,0.8333565769310545,0.0,False,False,burst-assisted,6,nonpaper diagnostic,1,cue,2,
53,0.23861138237847213,1360,False,1.0000008186590565,0.0,1.0000008186590565,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
98,0.5117456054687395,1530,False,1.0000278923172716,0.16667131538621194,0.8333565769310597,0.0,False,False,burst-assisted,6,nonpaper diagnostic,1,cue,2,
48,0.0719447157118056,1357,False,1.0000008186590603,0.0,1.0000008186590603,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
90,0.1275002712673612,1358,False,1.0000008186590603,0.0,1.0000008186590603,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
9,0.2941669379340277,1361,False,1.0000008186590565,0.0,1.0000008186590565,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
72,0.3497224934895833,1362,False,1.0000008186590603,0.0,1.0000008186590603,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
25,0.4599999999999902,1363,False,1.0000008186590603,0.0,1.0000008186590603,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
99,0.5163891601562391,1364,False,1.000000818659053,0.0,1.000000818659053,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
81,0.01703247070312508,619,False,1.0000064289344448,0.0,1.0000064289344448,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
52,0.07258802625868066,620,False,1.0000064289344448,0.0,1.0000064289344448,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
67,0.12814358181423624,621,False,1.0000064289344448,0.0,1.0000064289344448,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
68,0.29481024848090276,624,False,1.0000064289344415,0.0,1.0000064289344415,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
26,0.34999999999999254,625,False,1.0000064289344448,0.0,1.0000064289344448,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
27,0.4614769151475695,627,False,1.0000064289344448,0.0,1.0000064289344448,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
69,0.517032470703114,628,False,1.000006428934431,0.0,1.000006428934431,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,2,
14,0.46999999999999,385,False,0.9999827246701025,0.0,0.9999827246701025,0.0,False,True,burst-only,3,nonpaper diagnostic,1,cue,2,
67,0.004999999999999893,21,True,1.000078878138213,0.4000315512552852,0.6000473268829278,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
8,0.0616700575086806,22,True,1.000078878138213,0.4000315512552852,0.6000473268829278,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
7,0.11722561306423618,23,True,1.000078878138213,0.4000315512552852,0.6000473268829278,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
24,0.2270281304253472,25,True,1.0000917488016472,0.4000366995206577,0.6000550492809895,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
30,0.2838922797309029,26,True,1.0000788781382264,0.40003155125528966,0.6000473268829366,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
76,0.3394478352864583,27,True,1.000078878138213,0.4000315512552852,0.6000473268829278,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
3,0.39369479709201394,28,True,1.0000917488016692,0.40003669952066767,0.6000550492810015,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
99,0.4499999999999904,29,True,1.000078878138213,0.4000315512552852,0.6000473268829278,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
59,0.5061145019531141,30,True,1.0000788781381833,0.4000315512552733,0.60004732688291,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
60,0.009420166015625009,1670,False,1.0000438608068434,0.1428634086866919,0.8571804521201514,0.0,False,False,burst-assisted,7,nonpaper diagnostic,1,cue,3,
40,0.11999999999999744,1672,False,1.0000438608068434,0.1428634086866919,0.8571804521201514,0.0,False,False,burst-assisted,7,nonpaper diagnostic,1,cue,3,
13,0.17499999999999627,1673,False,1.0000438608068334,0.1428634086866894,0.857180452120144,0.0,False,False,burst-assisted,7,nonpaper diagnostic,1,cue,3,
53,0.2871979437934027,1674,False,1.0000438608068334,0.1428634086866894,0.857180452120144,0.0,False,False,burst-assisted,7,nonpaper diagnostic,1,cue,3,
79,0.34275349934895827,1675,False,1.0000438608068434,0.1428634086866919,0.8571804521201514,0.0,False,False,burst-assisted,7,nonpaper diagnostic,1,cue,3,
33,0.45386461046006943,1676,False,1.0000438608068434,0.1428634086866919,0.8571804521201514,0.0,False,False,burst-assisted,7,nonpaper diagnostic,1,cue,3,
16,0.5094201660156144,1677,False,1.0000438608068434,0.1428634086866919,0.8571804521201514,0.0,False,False,burst-assisted,7,nonpaper diagnostic,1,cue,3,
41,0.004999999999999893,31,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
56,0.061522352430555705,32,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
75,0.11707790798611128,33,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
25,0.17263346354166664,34,True,1.0001408231000193,0.9001267407900172,0.10001408231000208,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
66,0.22818901909722222,35,True,1.0001408231000193,0.9001267407900172,0.10001408231000208,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
29,0.2837445746527778,36,True,1.0001408231000193,0.9001267407900172,0.10001408231000208,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
81,0.3393001302083334,37,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
37,0.39485568576388896,38,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
63,0.4499999999999904,39,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
0,0.5059667968749892,40,True,1.0001408231000053,0.9001267407900048,0.10001408231000053,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
84,0.004999999999999893,41,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
10,0.0616700575086806,42,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
58,0.11722561306423618,43,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
83,0.17278116861979176,44,True,1.0000788781382262,1.0000788781382262,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
35,0.22833672417534734,45,True,1.0000788781382262,1.0000788781382262,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
52,0.2838922797309029,46,True,1.0000788781382262,1.0000788781382262,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
70,0.3394478352864583,47,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
90,0.3949999999999916,48,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
32,0.4499999999999904,49,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
40,0.5061145019531141,50,True,1.0000788781381833,1.0000788781381833,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,cue,5,
97,0.006607666015624902,51,True,1.00009005211924,1.00009005211924,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
29,0.06216322157118048,52,True,1.00009005211924,1.00009005211924,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
65,0.11771877712673606,53,True,1.00009005211924,1.00009005211924,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
36,0.17327433268229142,54,True,1.0000900521192253,1.0000900521192253,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
3,0.228829888237847,55,True,1.0000900521192253,1.0000900521192253,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
8,0.2843854437934026,56,True,1.0000900521192253,1.0000900521192253,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
98,0.3949999999999916,58,True,1.00009005211924,1.00009005211924,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
13,0.4499999999999904,59,True,1.00009005211924,1.00009005211924,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
51,0.5066076660156142,60,True,1.00009005211924,1.00009005211924,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,1,True
13,0.013586561414921094,61,True,1.0000781037572235,1.0000781037572235,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
37,0.06914211697047667,62,True,1.0000781037572235,1.0000781037572235,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
49,0.12469767252603225,63,True,1.0000781037572235,1.0000781037572235,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
8,0.17999999999999616,64,True,1.000078103757211,1.000078103757211,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
2,0.234999999999995,65,True,1.000078103757211,1.000078103757211,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
87,0.2899999999999938,66,True,1.000078103757211,1.000078103757211,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
0,0.34691989474825435,67,True,1.0000781037572235,1.0000781037572235,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
27,0.40247545030380993,68,True,1.0000781037572235,1.0000781037572235,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
26,0.4580310058593655,69,True,1.0000781037572235,1.0000781037572235,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
6,0.5135865614149104,70,True,1.0000781037572275,1.0000781037572275,0.0,0.0,True,False,predicted-supported,9,nonpaper diagnostic,1,suffix,2,True
48,0.07487250434027137,72,True,1.0001373882040314,1.0001373882040314,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,3,True
90,0.12999999999999723,73,True,1.0001373882040314,1.0001373882040314,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,3,True
50,0.18499999999999606,74,True,1.0001373882040485,1.0001373882040485,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,3,True
9,0.2970947265624937,76,True,1.0001373882040485,1.0001373882040485,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,3,True
72,0.35265028211804905,77,True,1.0001373882040314,1.0001373882040314,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,3,True
25,0.4637613932291602,79,True,1.0001373882040314,1.0001373882040314,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,3,True
99,0.5193169487847054,80,True,1.0001373882040454,1.0001373882040454,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,1,suffix,3,True
86,0.026855061848954254,81,True,1.0000781049161158,1.0000781049161158,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
34,0.08241061740450983,82,True,1.0000781049161158,1.0000781049161158,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
43,0.13796617296006541,83,True,1.0000781049161158,1.0000781049161158,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
11,0.193521728515621,84,True,1.0000781049161267,1.0000781049161267,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
39,0.24907728407117657,85,True,1.0000781049161267,1.0000781049161267,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
42,0.30463283962673215,86,True,1.0000781049161267,1.0000781049161267,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
1,0.3599999999999923,87,True,1.0000781049161158,1.0000781049161158,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
52,0.41499999999999115,88,True,1.0000781049161158,1.0000781049161158,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
97,0.46999999999999,89,True,1.0000781049161158,1.0000781049161158,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
15,0.5268550618489438,90,True,1.0000781049161345,1.0000781049161345,0.0,0.0,True,False,predicted-supported,7,nonpaper diagnostic,1,suffix,4,True
71,0.004999999999999893,91,True,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
24,0.0616700575086806,92,True,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
57,0.11722561306423618,93,True,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
65,0.17278116861979176,94,True,1.0000788781382262,0.0,1.0000788781382262,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
93,0.22833672417534734,95,True,1.0000788781382262,0.0,1.0000788781382262,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
98,0.2838922797309029,96,True,1.0000788781382262,0.0,1.0000788781382262,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
16,0.3394478352864583,97,True,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
53,0.3949999999999916,98,True,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
82,0.4499999999999904,99,True,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
49,0.22818901909722222,455,False,1.0001408231000193,0.0,1.0001408231000193,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
91,0.004999999999999893,451,False,1.0001408231000364,0.0,1.0001408231000364,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
15,0.061522352430555705,452,False,1.0001408231000364,0.0,1.0001408231000364,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
27,0.11707790798611128,453,False,1.0001408231000364,0.0,1.0001408231000364,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
31,0.17263346354166664,454,False,1.0001408231000193,0.0,1.0001408231000193,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
11,0.2837445746527778,456,False,1.0001408231000193,0.0,1.0001408231000193,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
39,0.3393001302083334,457,False,1.0001408231000364,0.0,1.0001408231000364,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
68,0.39485568576388896,458,False,1.0001408231000364,0.0,1.0001408231000364,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
41,0.4499999999999904,459,False,1.0001408231000364,0.0,1.0001408231000364,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
33,0.5059667968749892,460,False,1.0001408231000053,0.0,1.0001408231000053,0.0,False,True,burst-only,10,nonpaper diagnostic,2,cue,1,
14,0.004999999999999893,101,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
50,0.061522352430555705,102,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
53,0.11707790798611128,103,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
27,0.17263346354166664,104,True,1.0001408231000193,0.9001267407900172,0.10001408231000208,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
0,0.22818901909722222,105,True,1.0001408231000193,0.9001267407900172,0.10001408231000208,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
34,0.2837445746527778,106,True,1.0001408231000193,0.9001267407900172,0.10001408231000208,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
75,0.3393001302083334,107,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
38,0.39485568576388896,108,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
2,0.4499999999999904,109,True,1.0001408231000364,0.9001267407900327,0.10001408231000364,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
26,0.5059667968749892,110,True,1.0001408231000053,0.9001267407900048,0.10001408231000053,0.0,False,False,burst-assisted,10,nonpaper diagnostic,2,cue,2,
23,0.004999999999999893,111,True,1.0001408231000364,1.0001408231000364,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
50,0.061522352430555705,112,True,1.0001408231000364,1.0001408231000364,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
77,0.11707790798611128,113,True,1.0001408231000364,1.0001408231000364,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
82,0.17263346354166664,114,True,1.0001408231000193,1.0001408231000193,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
73,0.22818901909722222,115,True,1.0001408231000193,1.0001408231000193,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
12,0.2837445746527778,116,True,1.0001408231000193,1.0001408231000193,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
5,0.3393001302083334,117,True,1.0001408231000364,1.0001408231000364,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
18,0.39485568576388896,118,True,1.0001408231000364,1.0001408231000364,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
27,0.4499999999999904,119,True,1.0001408231000364,1.0001408231000364,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
56,0.5059667968749892,120,True,1.0001408231000053,1.0001408231000053,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,3,
33,0.004999999999999893,121,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
1,0.0616700575086806,122,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
98,0.11722561306423618,123,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
78,0.17278116861979176,124,True,1.0000788781382262,1.0000788781382262,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
42,0.22833672417534734,125,True,1.0000788781382262,1.0000788781382262,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
37,0.2838922797309029,126,True,1.0000788781382262,1.0000788781382262,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
49,0.3394478352864583,127,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
9,0.3949999999999916,128,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
11,0.4499999999999904,129,True,1.000078878138213,1.000078878138213,0.0,0.0,True,False,predicted-supported,10,nonpaper diagnostic,2,cue,4,
