diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,7,1->2,`,That,100,10,1,9,27,27,27,11,10,1,1,True,Shall,False,27.0,9.777777777777779,10.0,0.0,0.0,1.0,1.5830611691507939
nonpaper diagnostic,7,2->3,That,would,19,10,0,0,10,10,10,11,1,10,10,True,would,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,7,3->4,would,n't,10,10,0,0,10,10,10,11,1,10,10,True,n't,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6267751853432202
nonpaper diagnostic,7,4->5,n't,be,10,10,0,0,10,10,10,10,1,10,10,True,be,True,10.0,10.0,10.0,0.0,0.0,1.0,1.578626556691309
nonpaper diagnostic,7,5->6,be,very,10,10,0,0,10,10,10,18,1,10,10,True,very,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6802736616231229
nonpaper diagnostic,7,6->7,very,nice,10,10,0,0,10,10,10,14,1,10,10,True,nice,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,8,1->2,``,I,100,10,5,48,30,30,30,20,1,5,5,True,I,True,30.0,10.0,10.0,0.0,0.0,1.0,1.6945399219644306
nonpaper diagnostic,8,2->3,I,have,55,10,1,9,36,36,36,15,1,9,9,True,have,True,36.0,6.916666666666667,6.0,0.0,0.027777777777777776,0.9722222222222222,0.8022613625434577
nonpaper diagnostic,8,3->4,have,tasted,19,10,0,0,10,10,10,11,1,10,10,True,tasted,True,10.0,10.0,10.0,0.0,0.0,1.0,1.5679268614353272
nonpaper diagnostic,8,4->5,tasted,eggs,10,10,0,0,10,10,10,19,1,10,10,True,eggs,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,8,5->6,eggs,",",10,10,0,0,10,10,10,14,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,8,6->7,",",certainly,10,10,0,0,9,9,9,12,1,9,9,True,certainly,True,9.0,10.0,10.0,0.0,0.0,1.0,1.4074314325956196
nonpaper diagnostic,9,1->2,``,Oh,100,10,2,18,30,30,30,20,,0,0,False,I,False,30.0,10.0,10.0,0.0,0.0,1.0,1.6945399219644306
nonpaper diagnostic,9,2->3,Oh,",",28,10,0,0,10,10,10,14,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,9,3->4,",",Nan,10,10,0,0,22,22,22,11,1,10,10,True,Nan,True,22.0,6.863636363636363,5.5,0.0,0.0,1.0,0.7870922826409301
nonpaper diagnostic,9,4->5,Nan,",",10,10,0,0,10,10,10,14,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,9,5->6,",",do,10,10,0,0,10,10,10,19,1,10,10,True,do,True,10.0,10.0,10.0,0.0,0.0,1.0,1.5839764043192983
nonpaper diagnostic,9,6->7,do,you,10,10,0,0,10,10,10,9,1,10,10,True,you,True,10.0,10.0,10.0,0.0,0.0,1.0,1.62142533771523
nonpaper diagnostic,10,1->2,You,are,100,10,0,0,11,11,11,13,1,10,10,True,are,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.5270734795488563
nonpaper diagnostic,10,2->3,are,a,10,10,0,0,10,10,10,10,1,10,10,True,a,True,10.0,10.0,10.0,0.0,0.0,1.0,1.62142533771523
nonpaper diagnostic,10,3->4,a,minister,10,10,0,0,10,10,10,14,1,10,10,True,minister,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,10,4->5,minister,and,10,10,0,0,10,10,10,11,1,10,10,True,and,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6214253377152303
nonpaper diagnostic,10,5->6,and,it,10,10,0,0,10,10,10,11,1,10,10,True,it,True,10.0,10.0,10.0,0.0,0.0,1.0,1.5989559776776716
nonpaper diagnostic,10,6->7,it,would,10,10,0,0,10,10,10,11,1,10,10,True,would,True,10.0,10.0,10.0,0.0,0.0,1.0,1.62142533771523
nonpaper diagnostic,11,1->2,There,was,100,10,0,0,11,11,11,9,1,10,10,True,was,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.4784385011125813
nonpaper diagnostic,11,2->3,was,n't,10,10,1,10,9,9,9,11,1,9,9,True,n't,True,9.0,10.0,10.0,0.0,0.0,1.0,1.5619825862931158
nonpaper diagnostic,11,3->4,n't,one,19,10,2,20,8,8,8,11,1,8,8,True,one,True,8.0,10.0,10.0,0.0,0.0,1.0,1.6267751853432202
nonpaper diagnostic,11,4->5,one,of,28,10,0,0,10,10,10,11,1,10,10,True,of,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,11,5->6,of,you,10,10,0,0,10,10,10,9,1,10,10,True,you,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6214253377152303
nonpaper diagnostic,11,6->7,you,dared,10,10,0,0,10,10,10,17,1,10,10,True,dared,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6267751853432202
nonpaper diagnostic,12,1->2,In,1715,100,10,0,0,11,11,11,12,1,10,10,True,1715,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.5275598293332193
nonpaper diagnostic,12,2->3,1715,",",10,10,0,0,10,10,10,14,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,12,3->4,",",what,10,10,1,10,15,15,15,11,1,9,9,True,what,True,15.0,7.533333333333333,10.0,0.0,0.06666666666666667,0.9333333333333333,1.0161792427352652
nonpaper diagnostic,12,4->5,what,must,19,10,0,0,10,10,10,17,1,10,10,True,must,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,12,5->6,must,he,10,10,0,0,10,10,10,14,1,10,10,True,he,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,12,6->7,he,do,10,10,0,0,10,10,10,19,1,10,10,True,do,True,10.0,10.0,10.0,0.0,0.0,1.0,1.62142533771523
nonpaper diagnostic,13,1->2,`,Her,100,10,0,0,27,27,27,11,2,2,2,True,Shall,False,27.0,9.777777777777779,10.0,0.0,0.0,1.0,1.5830611691507939
nonpaper diagnostic,13,2->3,Her,petals,10,10,0,0,10,10,10,12,1,10,10,True,petals,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,13,3->4,petals,are,10,10,0,0,10,10,10,13,1,10,10,True,are,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,13,4->5,are,done,10,10,0,0,10,10,10,17,1,10,10,True,done,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,13,5->6,done,up,10,10,0,0,10,10,10,11,1,10,10,True,up,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,13,6->7,up,close,10,10,0,0,10,10,10,9,1,10,10,True,close,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,14,1->2,So,all,100,10,0,0,10,10,10,10,1,10,10,True,all,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,14,2->3,all,the,10,10,0,0,10,10,10,10,1,10,10,True,the,True,10.0,10.0,10.0,0.0,0.0,1.0,1.5679268614353277
nonpaper diagnostic,14,3->4,the,little,10,10,0,0,10,10,10,16,1,10,10,True,little,True,10.0,10.0,10.0,0.0,0.0,1.0,1.5732767090633186
nonpaper diagnostic,14,4->5,little,demons,10,10,0,0,10,10,10,17,1,10,10,True,demons,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,14,5->6,demons,came,10,10,0,0,10,10,10,8,1,10,10,True,came,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,14,6->7,came,dragging,10,10,0,0,10,10,10,16,1,10,10,True,dragging,True,10.0,10.0,10.0,0.0,0.0,1.0,1.5679268614353277
nonpaper diagnostic,15,1->2,Cecily,'s,100,10,0,0,11,11,11,14,1,10,10,True,'s,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.5285325289019447
nonpaper diagnostic,15,2->3,'s,heart,10,10,0,0,10,10,10,20,1,10,10,True,heart,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6214253377152303
nonpaper diagnostic,15,3->4,heart,was,10,10,0,0,10,10,10,9,1,10,10,True,was,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,15,4->5,was,on,10,10,0,0,10,10,10,12,1,10,10,True,on,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,15,5->6,on,fire,10,10,0,0,10,10,10,14,1,10,10,True,fire,True,10.0,10.0,10.0,0.0,0.0,1.0,1.62142533771523
nonpaper diagnostic,15,6->7,fire,with,10,10,0,0,10,10,10,13,1,10,10,True,with,True,10.0,10.0,10.0,0.0,0.0,1.0,1.5679268614353277
nonpaper diagnostic,16,1->2,``,And,100,10,2,18,30,30,30,20,11,1,1,True,I,False,30.0,10.0,10.0,0.0,0.0,1.0,1.6945399219644306
nonpaper diagnostic,16,2->3,And,I,28,10,0,0,11,11,11,18,1,10,10,True,I,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.5270734795488563
nonpaper diagnostic,16,3->4,I,to,10,10,0,0,10,10,10,21,1,10,10,True,to,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6824136006743189
nonpaper diagnostic,16,4->5,to,see,10,10,10,100,0,0,0,0,,0,0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nonpaper diagnostic,16,5->6,see,Miss,100,10,0,0,11,11,11,16,1,10,10,True,Miss,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.5418166086566432
nonpaper diagnostic,16,6->7,Miss,Marsch,10,10,0,0,10,10,10,12,1,10,10,True,Marsch,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,17,1->2,For,he,100,10,0,0,10,10,10,14,1,10,10,True,he,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,17,2->3,he,wished,10,10,0,0,10,10,10,13,1,10,10,True,wished,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,17,3->4,wished,to,10,10,0,0,10,10,10,21,1,10,10,True,to,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,17,4->5,to,challenge,10,10,0,0,10,10,10,14,1,10,10,True,challenge,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6267751853432202
nonpaper diagnostic,17,5->6,challenge,the,10,10,0,0,10,10,10,10,1,10,10,True,the,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,17,6->7,the,Spirit,10,10,0,0,8,8,8,13,1,8,8,True,Spirit,True,8.0,10.0,10.0,0.0,0.0,1.0,1.5599020899933418
nonpaper diagnostic,18,1->2,`,Shall,100,10,2,18,27,27,27,11,1,7,7,True,Shall,True,27.0,9.777777777777779,10.0,0.0,0.0,1.0,1.5830611691507939
nonpaper diagnostic,18,2->3,Shall,I,28,10,0,0,10,10,10,18,1,10,10,True,I,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6214253377152303
nonpaper diagnostic,18,3->4,I,never,10,10,1,10,9,9,9,10,1,9,9,True,never,True,9.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,18,4->5,never,be,19,10,0,0,10,10,10,10,1,10,10,True,be,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,18,5->6,be,able,10,10,1,10,9,9,9,11,1,9,9,True,able,True,9.0,10.0,10.0,0.0,0.0,1.0,1.6154810625730187
nonpaper diagnostic,18,6->7,able,to,19,10,0,0,10,10,10,21,1,10,10,True,to,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,19,1->2,``,Then,100,10,1,9,30,30,30,20,2,4,4,True,I,False,30.0,10.0,10.0,0.0,0.0,1.0,1.6945399219644306
nonpaper diagnostic,19,2->3,Then,--,19,10,0,0,10,10,10,16,1,10,10,True,--,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,19,3->4,--,you,10,10,0,0,10,10,10,9,1,10,10,True,you,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,19,4->5,you,may,10,10,0,0,10,10,10,12,1,10,10,True,may,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,19,5->6,may,have,10,10,0,0,10,10,10,14,1,10,10,True,have,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,19,6->7,have,it,10,10,0,0,10,10,10,11,1,10,10,True,it,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,20,1->2,He,did,100,10,0,0,11,11,11,15,1,10,10,True,did,True,11.0,9.363636363636363,10.0,0.0,0.09090909090909091,0.9090909090909091,1.5270734795488563
nonpaper diagnostic,20,2->3,did,n't,10,10,2,20,8,8,8,7,1,8,8,True,n't,True,8.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,20,3->4,n't,wish,28,10,0,0,10,10,10,22,1,10,10,True,wish,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,20,4->5,wish,Reddy,10,10,0,0,10,10,10,7,1,10,10,True,Reddy,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,20,5->6,Reddy,any,10,10,0,0,10,10,10,17,1,10,10,True,any,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
nonpaper diagnostic,20,6->7,any,harm,10,10,0,0,10,10,10,10,1,10,10,True,harm,True,10.0,10.0,10.0,0.0,0.0,1.0,1.6749238139951328
